Arquivo,Deputado,Autor,Assunto,Data_Criacao,Data_Moficacao 
ESB 316 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2451/2017 - P_5771 - Lisiane de Alcantara Bastos,EMD ADI - Emenda Aditiva,D:20170424072306-07'00',D:20170424072306-07'00'
ESB 317 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Vitor Lippi,P_111067,,D:20170424072418-07'00',D:20170424072418-07'00'
ESB 318 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Vitor Lippi,P_111067,,D:20170424072436-07'00',D:20170424072436-07'00'
ESB 319 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Vitor Lippi,P_111067,,D:20170424072445-07'00',D:20170424072445-07'00'
ESB 320 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170424072503-07'00',D:20170424072503-07'00'
ESB 321 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424071803-07'00',D:20170424071803-07'00'
ESB 322 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Gorete Pereira,wlamir,,D:20170424071812-07'00',D:20170424071812-07'00'
ESB 323 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carlos Melles,Maria Juliana Vaz Ferreira Bueno Almeida De Souza,,D:20170424072101-07'00',D:20170424072101-07'00'
ESB 324 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carlos Melles,Maria Juliana Vaz Ferreira Bueno Almeida De Souza,,D:20170424070908-07'00',D:20170424070908-07'00'
ESB 325 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170424071010-07'00',D:20170424071010-07'00'
ESB 326 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170424071028-07'00',D:20170424071028-07'00'
ESB 327 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laura Carneiro,Volia Cassar,,D:20170424071037-07'00',D:20170424071037-07'00'
ESB 328 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170424071259-07'00',D:20170424071259-07'00'
ESB 329 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170424071308-07'00',D:20170424071308-07'00'
ESB 330 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170424071317-07'00',D:20170424071317-07'00'
ESB 331 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170424071326-07'00',D:20170424071326-07'00'
ESB 332 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Roberto Sales,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170424071335-07'00',D:20170424071335-07'00'
ESB 333 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,ACAV-SINDICARNE,,D:20170425065208-07'00',D:20170425065208-07'00'
ESB 334 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Adrelina da Silva Carvalho,,D:20170425065217-07'00',D:20170425065217-07'00'
ESB 335 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Bruno Da Silva Vasconcelos,,D:20170425065226-07'00',D:20170425065226-07'00'
ESB 336 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Frederico Toledo Melo,,D:20170425065234-07'00',D:20170425065234-07'00'
ESB 337 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Renan Bernardi Kalil,,D:20170425070242-07'00',D:20170425070242-07'00'
ESB 338 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Renan Bernardi Kalil,,D:20170425070250-07'00',D:20170425070250-07'00'
ESB 339 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Renan Bernardi Kalil,,D:20170425070259-07'00',D:20170425070259-07'00'
ESB 340 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Renan Bernardi Kalil,,D:20170425070307-07'00',D:20170425070307-07'00'
ESB 341 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Renan Bernardi Kalil,,D:20170425070324-07'00',D:20170425070324-07'00'
ESB 342 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,lucas.pereira,,D:20170425070332-07'00',D:20170425070332-07'00'
ESB 343 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,lucas.pereira,,D:20170425070341-07'00',D:20170425070341-07'00'
ESB 344 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,lucas.pereira,,D:20170425070349-07'00',D:20170425070349-07'00'
ESB 345 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,lucas.pereira,,D:20170425070358-07'00',D:20170425070358-07'00'
ESB 346 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,lucas.pereira,,D:20170425070406-07'00',D:20170425070406-07'00'
ESB 347 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,lucas.pereira,,D:20170425070414-07'00',D:20170425070414-07'00'
ESB 348 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Lázaro Botelho,Adahilton Dourado Junior,,D:20170425070423-07'00',D:20170425070423-07'00'
ESB 349 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425070217-07'00',D:20170425070217-07'00'
ESB 350 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425070225-07'00',D:20170425070225-07'00'
ESB 351 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Marina Cibele Dias Silverio e Fonseca,,D:20170425065155-07'00',D:20170425065155-07'00'
ESB 352 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adahilton Dourado Junior,,D:20170425074125-07'00',D:20170425074125-07'00'
ESB 353 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Zé Silva,,,D:20170425074412-07'00',D:20170425074412-07'00'
ESB 354 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074428-07'00',D:20170425074428-07'00'
ESB 355 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074444-07'00',D:20170425074444-07'00'
ESB 356 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074500-07'00',D:20170425074500-07'00'
ESB 357 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074508-07'00',D:20170425074508-07'00'
ESB 358 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074516-07'00',D:20170425074516-07'00'
ESB 359 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074524-07'00',D:20170425074524-07'00'
ESB 360 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074541-07'00',D:20170425074541-07'00'
ESB 361 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074549-07'00',D:20170425074549-07'00'
ESB 362 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425074556-07'00',D:20170425074556-07'00'
ESB 363 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425074604-07'00',D:20170425074604-07'00'
ESB 364 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425074612-07'00',D:20170425074612-07'00'
ESB 365 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425074621-07'00',D:20170425074621-07'00'
ESB 366 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425074629-07'00',D:20170425074629-07'00'
ESB 367 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Rodrigo Valente Fagundes Lebre,,D:20170425074637-07'00',D:20170425074637-07'00'
ESB 368 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425073243-07'00',D:20170425073243-07'00'
ESB 369 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425073251-07'00',D:20170425073251-07'00'
ESB 370 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Raquel Muniz,Frederico Toledo Melo,,D:20170425073259-07'00',D:20170425073259-07'00'
ESB 371 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Luiza Erundina,Angelo Fabiano Farias da Costa,,D:20170425073307-07'00',D:20170425073307-07'00'
ESB 372 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425073509-07'00',D:20170425073509-07'00'
ESB 373 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425073517-07'00',D:20170425073517-07'00'
ESB 374 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425073525-07'00',D:20170425073525-07'00'
ESB 375 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425073533-07'00',D:20170425073533-07'00'
ESB 376 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425073541-07'00',D:20170425073541-07'00'
ESB 377 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425073605-07'00',D:20170425073605-07'00'
ESB 378 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170425073621-07'00',D:20170425073621-07'00'
ESB 379 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Luciana Jesus,,D:20170425073654-07'00',D:20170425073654-07'00'
ESB 380 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425073830-07'00',D:20170425073830-07'00'
ESB 381 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425073846-07'00',D:20170425073846-07'00'
ESB 382 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425074029-07'00',D:20170425074029-07'00'
ESB 383 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425072342-07'00',D:20170425072342-07'00'
ESB 384 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425072350-07'00',D:20170425072350-07'00'
ESB 385 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425072358-07'00',D:20170425072358-07'00'
ESB 386 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425072416-07'00',D:20170425072416-07'00'
ESB 387 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paes Landim,lucas.pereira,,D:20170425072544-07'00',D:20170425072544-07'00'
ESB 388 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Daniel Vilela,Antonio das Dores Pereira da Silva Neto,,D:20170425072552-07'00',D:20170425072552-07'00'
ESB 389 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Daniel Vilela,Antonio das Dores Pereira da Silva Neto,,D:20170425072601-07'00',D:20170425072601-07'00'
ESB 390 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Daniel Vilela,Antonio das Dores Pereira da Silva Neto,,D:20170425072609-07'00',D:20170425072609-07'00'
ESB 391 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Daniel Vilela,Antonio das Dores Pereira da Silva Neto,,D:20170425072618-07'00',D:20170425072618-07'00'
ESB 392 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425072627-07'00',D:20170425072627-07'00'
ESB 393 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Elizeu Dionizio,Izar,,D:20170425072636-07'00',D:20170425072636-07'00'
ESB 394 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Elizeu Dionizio,Izar,,D:20170425072645-07'00',D:20170425072645-07'00'
ESB 395 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425072702-07'00',D:20170425072702-07'00'
ESB 396 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425072746-07'00',D:20170425072746-07'00'
ESB 397 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425072754-07'00',D:20170425072754-07'00'
ESB 398 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,User,,D:20170425072802-07'00',D:20170425072802-07'00'
ESB 399 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Adriano Beuren,,D:20170425072810-07'00',D:20170425072810-07'00'
ESB 400 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,User,,D:20170425072818-07'00',D:20170425072818-07'00'
ESB 401 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,User,,D:20170425072827-07'00',D:20170425072827-07'00'
ESB 402 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,User,,D:20170425072835-07'00',D:20170425072835-07'00'
ESB 403 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425072843-07'00',D:20170425072843-07'00'
ESB 404 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425072851-07'00',D:20170425072851-07'00'
ESB 405 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425072859-07'00',D:20170425072859-07'00'
ESB 406 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425072907-07'00',D:20170425072907-07'00'
ESB 407 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425072915-07'00',D:20170425072915-07'00'
ESB 408 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Joao Paulo Santos,,D:20170425072923-07'00',D:20170425072923-07'00'
ESB 409 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Luciana Jesus,,D:20170425072931-07'00',D:20170425072931-07'00'
ESB 410 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Waldenor Pereira,Luciana Jesus,,D:20170425072939-07'00',D:20170425072939-07'00'
ESB 411 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Waldenor Pereira,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170425072947-07'00',D:20170425072947-07'00'
ESB 412 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425072955-07'00',D:20170425072955-07'00'
ESB 413 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425073003-07'00',D:20170425073003-07'00'
ESB 414 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425073027-07'00',D:20170425073027-07'00'
ESB 415 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,Leandro de Borja Reis Cerqueira,,D:20170425073035-07'00',D:20170425073035-07'00'
ESB 416 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,P_152700,,D:20170425073043-07'00',D:20170425073043-07'00'
ESB 417 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,P_152700,,D:20170425073051-07'00',D:20170425073051-07'00'
ESB 418 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,P_152700,,D:20170425073100-07'00',D:20170425073100-07'00'
ESB 419 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,P_152700,,D:20170425073116-07'00',D:20170425073116-07'00'
ESB 420 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,P_152700,,D:20170425073124-07'00',D:20170425073124-07'00'
ESB 421 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Alfredo Kaefer,Estelita Gomes,,D:20170425073132-07'00',D:20170425073132-07'00'
ESB 422 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Alfredo Kaefer,Estelita Gomes,,D:20170425073140-07'00',D:20170425073140-07'00'
ESB 423 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425073148-07'00',D:20170425073148-07'00'
ESB 424 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Nagila Gomes Pereira dos Santos,,D:20170425073156-07'00',D:20170425073156-07'00'
ESB 425 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Nagila Gomes Pereira dos Santos,,D:20170425073204-07'00',D:20170425073204-07'00'
ESB 426 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Covac,,D:20170425073212-07'00',D:20170425073212-07'00'
ESB 427 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Nagila Gomes Pereira dos Santos,,D:20170425073227-07'00',D:20170425073227-07'00'
ESB 428 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Covac,,D:20170425071439-07'00',D:20170425071439-07'00'
ESB 429 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Nagila Gomes Pereira dos Santos,,D:20170425071447-07'00',D:20170425071447-07'00'
ESB 430 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Izabela Peixoto,,D:20170425071455-07'00',D:20170425071455-07'00'
ESB 431 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Luciana Jesus,,D:20170425071503-07'00',D:20170425071503-07'00'
ESB 432 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071511-07'00',D:20170425071511-07'00'
ESB 433 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071519-07'00',D:20170425071519-07'00'
ESB 434 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071543-07'00',D:20170425071543-07'00'
ESB 435 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Renan Bernardi Kalil,,D:20170425071616-07'00',D:20170425071616-07'00'
ESB 436 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Jean Carmo Barbosa,,D:20170425071632-07'00',D:20170425071632-07'00'
ESB 437 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Jean Carmo Barbosa,,D:20170425071648-07'00',D:20170425071648-07'00'
ESB 438 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Renan Bernardi Kalil,,D:20170425071656-07'00',D:20170425071656-07'00'
ESB 439 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Renan Bernardi Kalil,,D:20170425071728-07'00',D:20170425071728-07'00'
ESB 440 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Alfredo Kaefer,Estelita Gomes,,D:20170425071800-07'00',D:20170425071800-07'00'
ESB 441 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071808-07'00',D:20170425071808-07'00'
ESB 442 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071816-07'00',D:20170425071816-07'00'
ESB 443 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071824-07'00',D:20170425071824-07'00'
ESB 444 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170425071833-07'00',D:20170425071833-07'00'
ESB 445 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Carmen Zanotto,Elaine Marinho Faria,,D:20170425071841-07'00',D:20170425071841-07'00'
ESB 446 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Sueli Barbosa de Oliveira Guedes,,D:20170425071849-07'00',D:20170425071849-07'00'
ESB 447 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,larissa-veiga,,D:20170425071857-07'00',D:20170425071857-07'00'
ESB 448 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,larissa-veiga,,D:20170425071904-07'00',D:20170425071904-07'00'
ESB 449 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,Sueli Barbosa de Oliveira Guedes,,D:20170425071912-07'00',D:20170425071912-07'00'
ESB 450 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Darcísio Perondi,CD,,D:20170425071920-07'00',D:20170425071920-07'00'
ESB 451 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Izabela Peixoto,,D:20170425071929-07'00',D:20170425071929-07'00'
ESB 452 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Angelo Fabiano Farias da Costa,,D:20170425071938-07'00',D:20170425071938-07'00'
ESB 453 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Angelo Fabiano Farias da Costa,,D:20170425071947-07'00',D:20170425071947-07'00'
ESB 454 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Angelo Fabiano Farias da Costa,,D:20170425071956-07'00',D:20170425071956-07'00'
ESB 455 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Izabela Peixoto,,D:20170425072005-07'00',D:20170425072005-07'00'
ESB 456 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Angelo Fabiano Farias da Costa,,D:20170425072013-07'00',D:20170425072013-07'00'
ESB 457 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Verônica de Oliveira Gomes,,D:20170425072045-07'00',D:20170425072045-07'00'
SSP 1 PL678716 =- PL 6787-2016.pdf,Rogério Marinho,,,D:20170426192550-03'00',
EMP 1-2017 =- PL 6787-2016.pdf,André Figueiredo,,,D:20170426134525-03'00',
EMP 2-2017 =- PL 6787-2016.pdf,André Figueiredo,,,D:20170426134557-03'00',
EMP 3-2017 =- PL 6787-2016.pdf,André Figueiredo,,,D:20170426134632-03'00',
EMP 4-2017 =- PL 6787-2016.pdf,Ricardo Izar,,,D:20170426134646-03'00',
EMP 5-2017 =- PL 6787-2016.pdf,Marcos Montes,,,D:20170426134706-03'00',
EMP 6-2017 =- PL 6787-2016.pdf,Weverton Rocha,,,D:20170426134719-03'00',
EMP 7-2017 =- PL 6787-2016.pdf,Weverton Rocha,,,D:20170426134731-03'00',
EMP 8-2017 =- PL 6787-2016.pdf,Goulart,,,D:20170426134748-03'00',
EMP 9-2017 =- PL 6787-2016.pdf,Gorete Pereira,,,D:20170426134800-03'00',
EMP 10-2017 =- PL 6787-2016.pdf,Carlos Zarattini,,,D:20000101042111-03'00',
EMP 11-2017 =- PL 6787-2016.pdf,Carlos Zarattini,,,D:20000101042202-03'00',
EMP 12-2017 =- PL 6787-2016.pdf,Carlos Zarattini,,,D:20000101042217-03'00',
EMP 13-2017 =- PL 6787-2016.pdf,Carlos Zarattini,,,D:20000101042312-03'00',
EMP 14-2017 =- PL 6787-2016.pdf,Carlos Zarattini,,,D:20000101042432-03'00',
EMP 15-2017 =- PL 6787-2016.pdf,Carlos Zarattini,,,D:20000101042444-03'00',
EMP 16-2017 =- PL 6787-2016.pdf,Gorete Pereira,,,D:20000101044736-03'00',
EMP 17-2017 =- PL 6787-2016.pdf,Magda Mofatto,,,D:20000101044758-03'00',
EMP 18-2017 =- PL 6787-2016.pdf,Vitor Lippi,,,D:20000101045900-03'00',
EMP 19-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426151945-03'00',
EMP 20-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426151959-03'00',
EMP 21-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426152015-03'00',
EMP 22-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426152029-03'00',
EMP 23-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426152045-03'00',
EMP 24-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426152058-03'00',
EMP 25-2017 =- PL 6787-2016.pdf,Izalci Lucas,,,D:20170426152109-03'00',
EMP 26-2017 =- PL 6787-2016.pdf,Ricardo Izar,,,D:20170426153955-03'00',
EMP 27-2017 =- PL 6787-2016.pdf,Ricardo Izar,,,D:20170426154008-03'00',
EMP 28-2017 =- PL 6787-2016.pdf,Bebeto,,,D:20000101100657-03'00',
EMP 29-2017 =- PL 6787-2016.pdf,Bebeto,,,D:20000101100710-03'00',
EMP 30-2017 =- PL 6787-2016.pdf,Paulo Pereira da Silva,,,D:20000101083124-03'00',
EMP 31-2017 =- PL 6787-2016.pdf,Renata Abreu,,,D:20000101090357-03'00',
